sms,label,Spam/NonSpam,Word_length,preprocessed_text
"UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
",1,Spam,27,<number> bahama callfreefon <phone> speak live oper claim bahama cruis of<cur><number> cash <number>+onli opt txt <phone>
"I can do that! I want to please you both inside and outside the bedroom...
",0,Non Spam,15,pleas insid outsid bedroom
"""EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.""
",0,Non Spam,26,calm downon theacus itxt iwana wotu doin thewend haventcn agesr neth satlov xxx
"I love to wine and dine my lady!
",0,Non Spam,8,love wine dine ladi
"Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
",1,Spam,24,someon ha conact servic enter phone becaus fanci youto landlin <phone> poboxntf
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.
",0,Non Spam,33,cool ta luv vtire <number> caus doin load plan wk social servic inspect nurseri care spk
"I don know account details..i will ask my mom and send you.my mom is out of reach now.
",0,Non Spam,18,account detailsi mom send youmi mom reach
"I think u have the wrong number.
",0,Non Spam,7,wrong number
"Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
",0,Non Spam,29,feel alway happi slowli becom habit final becom life follow happi morn happi day
"DO NOT B LATE LOVE MUM
",0,Non Spam,6,late love mum
"Got it..mail panren paru..
",0,Non Spam,4,itmail panren paru
"* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
",0,Non Spam,18,chuckin red green black trainner <number> save carryin bac train
"Give one miss from that number please
",0,Non Spam,7,number pleas
"Jus came back fr lunch wif my sis only. U leh?
",0,Non Spam,11,lunch wif onli leh
"How is your schedule next week? I am out of town this weekend.
",0,Non Spam,13,schedul week town thi weekend
"Really good:)dhanush rocks once again:)
",0,Non Spam,5,realli gooddhanush rock onc
"Lmao ok I wont be needing u to do my hair anymore.
",0,Non Spam,12,lmao hair anymor
"Miss ya, need ya, want ya, love ya.
",0,Non Spam,8,ya ya ya love ya
"Sorry i'm not free...
",0,Non Spam,4,sorri free
"Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
",0,Non Spam,26,song stuck head reason listen <number> time
"Nt yet chikku..simple habba..hw abt u?
",0,Non Spam,6,chikkusimpl habbahw abt
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.
",0,Non Spam,31,mail dileepthank muchand forward lot supportveri contact hererememb venugop mentionedtomorrow latei tri till theregoodnight dear
"Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
",0,Non Spam,23,sometim heart remembr someon veri forget someon bcoz heart everyon rememb everytim bslvyl
"Joy's father is John. Then John is the NAME of Joy's father. Mandan
",0,Non Spam,13,joy father john john joy father mandan
"Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
",1,Spam,22,<phone> ibh custom loyalti offer nokia mobil onli <cur><number> txtauctiontxt wordstart no<number> nowt
"Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
",0,Non Spam,20,thi yiju regard <number> textbook intro algorithm edit sell <cur><number>
"SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
",1,Spam,30,auction nokia thi win free auction send nokia <number> hgsuiteland rowwjhl <number>+
"K, want us to come by now?
",0,Non Spam,7,
"How. Its a little difficult but its a simple way to enter this place
",0,Non Spam,14,littl difficult simpl enter thi place
"Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
",0,Non Spam,29,ha thing <number> watch thk <number> tonight alreadi haf smth mind
"Dont show yourself. How far. Put new pictures up on facebook.
",0,Non Spam,11,dont pictur facebook
"Watching tv now. I got new job :)
",0,Non Spam,8,watch job
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!
",0,Non Spam,33,good afternoon sexi bun goe job search wake thought alway love fine happi ador
"I'm not coming over, do whatever you want
",0,Non Spam,8,whatev
"Its ok chikku, and its my 1 of favourite song..:-)
",0,Non Spam,10,chikku <number> favourit song
"Did u see what I posted on your Facebook?
",0,Non Spam,9,post facebook
"Call FREEPHONE 0800 542 0578 now!
",1,Spam,6,freephon <phone>
"Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
",1,Spam,28,buy space invad <number> chanc <number> win orig arcad game consol press <number> game arcad std wap charg ocoukgam <number> term + set purchas
"BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
",1,Spam,27,big brother alert comput ha select cash <number> voucher <phone> ntt box cro <number>+ landlin cost ppm mobil vari
";-( oh well, c u later
",0,Non Spam,6,
"My uncles in Atlanta. Wish you guys a great semester.
",0,Non Spam,10,uncl atlanta guy great semest
"No dear i do have free messages without any recharge. Hi hi hi
",0,Non Spam,13,dear free messag ani recharg
"I dun believe u. I thk u told him.
",0,Non Spam,9,dun believ thk told
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!
",0,Non Spam,29,whi god creat gap finger gap hold hand love
"Yes:)sura in sun tv.:)lol.
",0,Non Spam,4,yessura sun tvlol
"Arun can u transfr me d amt
",0,Non Spam,7,arun transfr amt
"Takin a shower now but yeah I'll leave when I'm done
",0,Non Spam,11,takin shower yeah ill leav
"Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
",0,Non Spam,22,work eye philosophi text bit free chat
"U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
",0,Non Spam,30,havent lost ill alway didnt intend <number> hurt knew felt iwas+marinethat itriedtel urmomi careabout
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk
",1,Spam,25,win winner foley ipod excit prize eye mobil visit <url>
"You bad girl. I can still remember them
",0,Non Spam,8,bad girl rememb
"How much i gave to you. Morning.
",0,Non Spam,7,morn
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love
",0,Non Spam,34,hope alright babe worri felt bit despar learn job fake wait love
"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone
",0,Non Spam,24,hey blake address carlo meet lost answer phone
"Can i get your opinion on something first?
",0,Non Spam,8,opinion someth
"That one week leave i put know that time. Why.
",0,Non Spam,10,week leav time whi
"If we hit it off, you can move in with me :)
",0,Non Spam,12,hit
"excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
",0,Non Spam,21,excel spent <> year air forc iraq afghanistan stabl honest travel
"I wanna watch that movie
",0,Non Spam,5,wanna watch movi
"Ok lor thanx... Ü in school?
",0,Non Spam,6,lor school
"I'm in class. Did you get my text.
",0,Non Spam,8,class text
"The bus leaves at  &lt;#&gt; 
",0,Non Spam,5,leav <>
"God bless.get good sleep my dear...i will pray!
",0,Non Spam,8,god blessget good sleep deari pray
"Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
",1,Spam,26,today voda number <number> select receiv <cur>award match pleas <phone> quot claim code <number> standard rate app
"Do have a nice day today. I love you so dearly.
",0,Non Spam,11,nice day today love dearli
"Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
",0,Non Spam,24,aiyo bit pai seh noe scare dun rem die hee becom lookin oredi leh
"Aight, I'll ask a few of my roommates
",0,Non Spam,8,aight ill roommat
"Now, whats your house # again ? And do you have any beer there ?
",0,Non Spam,15,hous ani beer
"Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
",0,Non Spam,19,wan <number> meet combin rest project
"""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry""
",0,Non Spam,26,ticket <number> walsal tue <number> march mate sat ill pay treat <number> txt bak terri
"Yes we are chatting too.
",0,Non Spam,5,ye chat
"HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
",0,Non Spam,23,jess dont work eve xxx
"Sian... Aft meeting supervisor got work 2 do liao... U working now?
",0,Non Spam,12,sian aft meet supervisor work <number> liao work
"Are you going to write ccna exam this week??
",0,Non Spam,9,write ccna exam thi week
"Well i will watch shrek in 3D!!B)
",0,Non Spam,7,watch shrek db
"Am i that much dirty fellow?
",0,Non Spam,6,dirti fellow
"Dunno dat's wat he told me. Ok lor...
",0,Non Spam,8,dunno dat wat told lor
"I'll probably be by tomorrow (or even later tonight if something's going on)
",0,Non Spam,13,ill probabl tomorrow tonight someth
"I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
",0,Non Spam,36,die man feel sad probabl late night
"If you're thinking of lifting me one then no.
",0,Non Spam,9,lift
"Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
",0,Non Spam,18,dun wan dun alreadi wat eat
"Sent me ur email id soon
",0,Non Spam,6,email
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.
",0,Non Spam,64,dude teresa hope didnt hear peopl receiv packag sinc dec <> thot yould fantast year read plu realli realli bam aid usml work
"Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
",0,Non Spam,15,hey gorgeou man work mobil number good babe squishi mwah
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX
",1,Spam,28,hottest pic straight phone wet text pic <number> txt cost textoper gga <number> xxx
"That's the way you should stay oh.
",0,Non Spam,7,stay
"Hello- thanx for taking that call. I got a job! Starts on monday!
",0,Non Spam,13,job start monday
"What time is ur flight tmr?
",0,Non Spam,6,time flight tmr
"When should I come over?
",0,Non Spam,5,
"I have a rather prominent bite mark on my right cheek
",0,Non Spam,11,promin bite mark cheek
"* Will be september by then!
",0,Non Spam,6,septemb
"Are you wet right now?
",0,Non Spam,5,wet
"And how's your husband.
",0,Non Spam,4,husband
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx
",1,Spam,30,hack chat backdoor entri <number> chat room fraction cost repli neo <phone> subscrib bcm box <number> ldn wcnxx
"Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
",0,Non Spam,41,norm tomorrow finish <number> test sort librari stuff point tomo letter today access march
"Yeah. I got a list with only u and Joanna if I'm feeling really anti social
",0,Non Spam,16,yeah list onli joanna feel realli anti social
"I am in your office na.
",0,Non Spam,6,offic
"""Are you comingdown later?""
",0,Non Spam,4,comingdown
"Super da:)good replacement for murali
",0,Non Spam,5,super dagood replac murali
"Da is good good player.why he is unsold.
",0,Non Spam,8,good good playerwhi unsold
"Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
",0,Non Spam,22,|| | join || meet || class
"Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
",0,Non Spam,22,engalnd telli ha decid watch mia elliot kiss damn
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV
",1,Spam,22,free nokia motorola upto mth <number>pric linerent <number> free xnet minstxtmth free btooth mobileupd <phone> optoutdwv
"I dont want to hear philosophy. Just say what happen
",0,Non Spam,10,dont hear philosophi happen
"You got job in wipro:)you will get every thing in life in 2 or 3 years.
",0,Non Spam,16,job wiproy everi thing life <number> <number> year
